Association_ID	Microbe	Disease	Score	Pmid	Type	Position	Tendency	mtype	dtype
MBP00004075	Enterococcus	Aids	0.266592318	29411528	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004076	Rikenellaceae	Ankylosing spondylitis	0.380936617	25417597	Bacteria	Other	Increase	microbe	disease
MBP00004077	Bifidobacterium	Systemic scleroderma	0.427369843	26749064	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004078	Mobiluncus curtisii	Bacterial vaginosis	1.199403865	NCIT C86518	Bacteria	Other	Increase	microbe	disease
MBP00004079	Clostridium hathewayi	Bacteriemia	1.000433861	NCIT C114251	Bacteria	Other	Increase	microbe	disease
MBP00004080	Lachnoanaerobaculum	Crohn's disease	0.463684921	28852861	Bacteria	Other	Increase	microbe	disease
MBP00004081	Prevotella bivia	Infection	1.000433861	NCIT C86661	Bacteria	Other	Increase	microbe	disease
MBP00004082	Eubacterium	Cirrhosis of liver	0.626339847	26099252	Bacteria	Oral cavity	Increase	microbe	disease
MBP00004083	Ruminiclostridium	Aids	-0.524444434	29411528	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004084	Faecalibacterium prausnitzii	Heart failure	-0.226861509	29330424	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004085	Actinomyces naeslundii	Periodontitis	1.199403865	NCIT C86110	Bacteria	Other	Increase	microbe	disease
MBP00004086	Clostridium perfringens	Neuromyelitis optica	0.436398804	27398819	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004087	Enterobacter cloacae	Severe acute respiratory syndrome	1.048888867	NCIT C86360	Bacteria	Other	Increase	microbe	disease
MBP00004088	Streptococcus	Autism spectrum disorder	0.18761193	29371629	Bacteria	Oral cavity	Increase	microbe	disease
MBP00004089	Acinetobacter	Colorectal cancer	0.0	22622349	Bacteria	Other	Increase	microbe	disease
MBP00004090	Blautia	Inflammatory bowel disease	-0.285883806	26843508	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004091	Flavobacterium	Crohn's disease	0.449186935	27083382	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00004092	Escherichia	Hepatitis b infection	-0.31711849	29180991	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004093	Mitsuokella	Autism	0.50021693	29564487	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004094	Legionella longbeachae	Fever	1.349918863	NCIT C86488	Bacteria	Other	Increase	microbe	disease
MBP00004095	Lactobacillus jensenii	Vaginal inflammation	-0.960843238	26267872	Bacteria	Vagina	Decrease	microbe	disease
MBP00004096	Bacteroidetes	Periodontitis	0.31711849	23303375	Bacteria	Oral cavity	Increase	microbe	disease
MBP00004097	Veillonella parvula	Sclerosing cholangitis	0.396473593	28740343	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004098	Cloacibacterium	Colorectal cancer	0.50021693	22622349	Bacteria	Other	Increase	microbe	disease
MBP00004099	Veillonella	Cystic fibrosis	0.226861509	29445257	Bacteria	Throat	Increase	microbe	disease
MBP00004100	Capnocytophaga	Periodontitis	-0.361141305	27262209	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00004101	Faecalibacterium	Hashimoto's thyroiditis	-0.237912425	29320965	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004102	Prevotella copri	Atrophic gastritis	-0.396473593	28587343	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004103	Campylobacter upsaliensis	Bacteriemia	0.927369843	NCIT C86238	Bacteria	Other	Increase	microbe	disease
MBP00004104	Bifidobacterium	Chronic obstructive pulmonary disease	0.427369843	23071781	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00004105	Pasteurella multocida	Epiglottitis	2.699837726	29955859	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00004106	Dialister	Type i diabetes mellitus	-0.28894242	22043294	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004107	Lachnospiraceae	Ischemia	0.0	26702134	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004108	Corynebacterium spp	Central nervous system infection	2.000867722	29955859	Bacteria	Central nervous system	Increase	microbe	disease
MBP00004109	Collinsella	Ankylosing spondylitis	0.380936617	28750650	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004110	Megasphaera	Cirrhosis of liver	0.584179404	27687977	Bacteria	Other	Increase	microbe	disease
MBP00004111	Moraxella	Asthma	0.898373869	25865368	Bacteria	Nasal cavity	Increase	microbe	disease
MBP00004112	Veillonella	Encephalopathy	0.226861509	22821944	Bacteria	Other	Increase	microbe	disease
MBP00004113	Streptococcus	Heart failure	0.18761193	29330424	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004114	Bergeyella	Cystic fibrosis	-0.463684921	29445257	Bacteria	Throat	Decrease	microbe	disease
MBP00004115	Enterobacteriaceae	Anorexia nervosa	0.256934967	28636668	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004116	Clostridium	Crohn's disease	0.0	28852861	Bacteria	Other	Increase	microbe	disease
MBP00004117	Toxoplasma gondii	Viral pneumonia	2.000867722	29955859	Parasite	Respiratory tract	Increase	microbe	disease
MBP00004118	Butyricicoccus	Ischemia	-0.463684921	23757279	Bacteria	Other	Decrease	microbe	disease
MBP00004119	Treponema maltophilum	Periodontitis	1.111358236	23303375	Bacteria	Oral cavity	Increase	microbe	disease
MBP00004120	Campylobacter fetus	Bacteriemia	1.111358236	NCIT C86233	Bacteria	Other	Increase	microbe	disease
MBP00004121	Haemophilus	Cirrhosis of liver	0.0	26099252	Bacteria	Oral cavity	Increase	microbe	disease
MBP00004122	Bacillus licheniformis	Inflammatory bowel disease	0.674959431	17699621	Bacteria	Other	Increase	microbe	disease
MBP00004123	Collinsella	Colorectal cancer	0.380936617	22761885	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004124	Desulfovibrio	Sclerosing cholangitis	-0.344404608	26887816	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004125	Bacteroides ovatus	Cystic fibrosis	-0.41461126	24178246	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004126	Streptococcus	Asthma	0.18761193	25865368	Bacteria	Nasal cavity	Increase	microbe	disease
MBP00004127	Ruminococcaceae	Chronic fatigue syndrome	-0.302119008	27338587	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004128	Sporothrix schenckii	Myeloid sarcoma	2.222716471	29955859	Fungus	Skin and soft tissue	Increase	microbe	disease
MBP00004129	Roseburia intestinalis	Autism	0.0	24130822	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004130	Treponema pallidum	Viral encephalitis	2.222716471	29955859	Virus	Central nervous system	Increase	microbe	disease
MBP00004131	Bacteroides vulgatus	Type i diabetes mellitus	-0.339353761	20613793	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004132	Rikenellaceae	Type i diabetes mellitus	0.380936617	20613793	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004133	Leptotrichia buccalis	Obesity	0.599701933	29520825	Bacteria	Oral cavity	Increase	microbe	disease
MBP00004134	Porphyromonas	Endometrial adenosquamous carcinoma	0.285883806	27884207	Bacteria	Vagina	Increase	microbe	disease
MBP00004135	Streptococcus mitis	Endocarditis	0.792947187	NCIT C89774	Bacteria	Other	Increase	microbe	disease
MBP00004136	Lachnospiraceae	Congenital short bowel syndrome	-0.25021693	26059898	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004137	Parasutterella	Heart failure	-0.463684921	29330424	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004138	Ralstonia insidiosa	Mouth neoplasm	0.674959431	18033835	Bacteria	Other	Increase	microbe	disease
MBP00004139	Bacteroides massiliensis	Pervasive developmental disorder - not otherwise specified	0.555679118	24130822	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004140	Clostridium boltae	Pervasive developmental disorder - not otherwise specified	-0.524444434	24130822	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004141	Stenotrophomonas maltophilia	Idiopathic pulmonary fibrosis	2.000867722	29955859	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00004142	Ruminococcaceae	Ulcerative colitis	0.302119008	25596182	Bacteria	Other	Increase	microbe	disease
MBP00004143	Serratia ficaria	Sepsis	1.199403865	NCIT C86736	Bacteria	Other	Increase	microbe	disease
MBP00004144	Mogibacterium	Barrett's esophagus	0.373929436	19394334	Bacteria	Oesophagus	Increase	microbe	disease
MBP00004145	Enterococcus spp	Panophthalmitis	1.854739686	29955859	Bacteria	Eye	Increase	microbe	disease
MBP00004146	Parabacteroides	Colorectal cancer	-0.295330946	22761885	Bacteria	Other	Decrease	microbe	disease
MBP00004147	Candida sake	Endocarditis	1.048888867	NCIT C127698	Bacteria	Other	Increase	microbe	disease
MBP00004148	Syntrophomonas	Pregnancy	0.674959431	29497601	Bacteria	Oral cavity	Increase	microbe	disease
MBP00004149	Fusobacterium	Sjogren syndrome	-0.241860992	27087247	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00004150	Campylobacter upsaliensis	Periodontitis	0.927369843	NCIT C86238	Bacteria	Other	Increase	microbe	disease
MBP00004151	Gammaproteobacteria	Ischemia	0.524444434	21741921	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004152	Bacteroidetes	Asthma	-0.31711849	20052417	Bacteria	Respiratory tract	Decrease	microbe	disease
MBP00004153	Gallionella	Schizophrenia	-0.599701933	28442250	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004154	Erysipelothrix rhusiopathiae	Rabies	2.097777735	29955859	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00004155	Actinomyces oris	Celiac disease	0.674959431	24657864	Bacteria	Oral cavity	Increase	microbe	disease
MBP00004156	Mycoplasma hominis	Genital herpes	1.048888867	NCIT C86597	Bacteria	Other	Increase	microbe	disease
MBP00004157	Streptococcus mitis	Ulcerative colitis	-0.396473593	23060013	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00004158	Akkermansia	Autism	0.367347201	23844187	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004159	Carnobacteriaceae	Cirrhosis of liver	-0.555679118	28578302	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004160	Moryella	Tuberculosis	0.463684921	23365674	Bacteria	Oral cavity	Increase	microbe	disease
MBP00004161	Paraprevotella xylaniphila	Hypertension	-0.674959431	29507058	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004162	Enterobacter spp	Pneumonia	2.39880773	29955859	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00004163	Collinsella	Reactive arthritis	-0.380936617	29073348	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004164	Gallionella	Azoospermia	-0.599701933	29456693	Bacteria	Genitals	Decrease	microbe	disease
MBP00004165	Mycobacterium chelonae	Infection	1.349918863	NCIT C86536	Bacteria	Other	Increase	microbe	disease
MBP00004166	Bacterium mpn-isolate group 5	Type i diabetes mellitus	0.674959431	22043294	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004167	Campylobacter fetus	Thrombophlebitis	1.111358236	NCIT C86233	Bacteria	Other	Increase	microbe	disease
MBP00004168	Roseburia inulinivorans	Pulmonary tuberculosis	0.50021693	29322681	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004169	Eubacterium eligens	Type i diabetes mellitus	-0.449186935	20613793	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004170	Enterobacter	Type i diabetes mellitus	0.424959431	22043294	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004171	Ruminococcus albus	Autism	-0.555679118	12173102	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004172	Lachnospiraceae	Periodontitis	0.25021693	23303375	Bacteria	Oral cavity	Increase	microbe	disease
MBP00004173	Gardnerella vaginalis	Crohn's disease	0.367347201	24315776	Bacteria	Urinary tract	Increase	microbe	disease
MBP00004174	Rothia aeria	Systemic lupus erythematosus	-0.555679118	28320468	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00004175	Clostridia bacterium tsw07ca7	Type i diabetes mellitus	-0.674959431	22043294	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004176	Odoribacter splanchnicus	Systemic lupus erythematosus	-0.524444434	29196292	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004177	Prevotella pallens	Atrophic gastritis	-0.524444434	28587343	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004178	Lactobacillus	Postmenopausal	-0.197838177	22301614	Bacteria	Vagina	Decrease	microbe	disease
MBP00004179	Alphavirus	Chikungunya encephalitis	1.048888867	NCIT C112030	Virus	Other	Increase	microbe	disease
MBP00004180	Alicyclobacillus	Azoospermia	-0.555679118	29456693	Bacteria	Genitals	Decrease	microbe	disease
MBP00004181	Treponema	Periodontal	0.776854845	24629344	Bacteria	Oral cavity	Increase	microbe	disease
MBP00004182	Pseudomonas	Obesity	0.302119008	29280312	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004183	Clostridium symbiosum	Ischemia	0.50021693	21820992	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004184	Clostridium septicum	Gas gangrene	1.349918863	NCIT C86292	Bacteria	Other	Increase	microbe	disease
MBP00004185	Parvimonas micra	Tuberculosis	0.436398804	23365674	Bacteria	Oral cavity	Increase	microbe	disease
MBP00004186	Enterococcus	Protracted bacteria bronchitis	0.266592318	29600046	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00004187	Staphylococcus capitis	Urinary tract infection	1.000433861	NCIT C86752	Bacteria	Other	Increase	microbe	disease
MBP00004188	Actinomyces	Head and neck malignant neoplasia	-0.313169924	28173873	Bacteria	Other	Decrease	microbe	disease
MBP00004189	Gordonibacter	Crohn's disease	-0.674959431	27542127	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004190	Coriobacteriaceae	Bacteria vaginosis	0.436398804	18717638	Bacteria	Cervix	Increase	microbe	disease
MBP00004191	Streptococcus	Otitis media	0.18761193	29458340	Bacteria	Nasal cavity	Increase	microbe	disease
MBP00004192	Enterococcus	Anorexia nervosa	0.266592318	26682545	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004193	Adenovirus	Viral pneumonia	1.699837726	29955859	Virus	Respiratory tract	Increase	microbe	disease
MBP00004194	Staphylococcus	Subdural empyema	1.319626484	29955859	Bacteria	Central nervous system	Increase	microbe	disease
MBP00004195	E. histolytica	Liver disease	2.39880773	29955859	Parasite	Abdominal cavity	Increase	microbe	disease
MBP00004196	Mycoplasma genitalium	Pelvic inflammatory disease	1.921686475	29955859	Bacteria	Genitals	Increase	microbe	disease
MBP00004197	Actinobacillus	Mouth neoplasm	-0.463684921	21205002	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00004198	Proteobacteria	Type i diabetes mellitus	0.329906621	22043294	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004199	Microsporum audouinii	Corporis	1.199403865	NCIT C127732	Bacteria	Other	Increase	microbe	disease
MBP00004200	Gardnerella	Urgency urinary incontinence	0.449186935	25006228	Bacteria	Urinary tract	Increase	microbe	disease
MBP00004201	Leclercia	Asthma	0.674959431	26220531	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00004202	Catenibacterium	Hiv infection	0.50021693	24586144	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004203	Ureaplasma urealyticum	Premature birth	0.599701933	1606115	Bacteria	Vagina	Increase	microbe	disease
MBP00004204	Legionella spp	Bacterial endocarditis	2.222716471	29955859	Bacteria	Bloodstream	Increase	microbe	disease
MBP00004205	Lactobacillus iners	Obesity	0.40516412	26269625	Bacteria	Cervix	Increase	microbe	disease
MBP00004206	Mobiluncus	Bacteria vaginosis	0.480421619	26385347	Bacteria	Cervix	Increase	microbe	disease
MBP00004207	Aquabacterium	Disease-free	-0.555679118	27775059	Bacteria	Throat	Decrease	microbe	disease
MBP00004208	Butyrate-producing bacterium ssc/2	Type i diabetes mellitus	0.674959431	22043294	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004209	Epidermophyton	Atc code d dermatologicals	1.349918863	NCIT C127281	Bacteria	Other	Increase	microbe	disease
MBP00004210	Lactobacillus gasseri	Pregnancy	0.41461126	24484853	Bacteria	Vagina	Increase	microbe	disease
MBP00004211	Parvovirus b19	Infectious arthritis	2.699837726	29955859	Virus	Urinary tract	Increase	microbe	disease
MBP00004212	Prevotella	Hepatitis c infection	0.160733219	27625705	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004213	Staphylococcus	Celiac disease	0.0	21970810	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004214	Coccidioides immitis	Myeloid sarcoma	2.000867722	29955859	Fungus	Skin and soft tissue	Increase	microbe	disease
MBP00004215	Deinococcaceae	Atopic eczema	0.674959431	27453732	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004216	Klebsiella	Colorectal cancer	0.31711849	22761885	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004217	Actinobaculum schaalii	Urosepsis	0.927369843	NCIT C119311	Bacteria	Other	Increase	microbe	disease
MBP00004218	Influenza virus	Chronic bronchitis	2.097777735	29955859	Virus	Respiratory tract	Increase	microbe	disease
MBP00004219	Clostridia	Atopy	0.599701933	11150002	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004220	Actinomyces	Hepatitis b infection	0.313169924	29180991	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004221	Influenza virus	Viral encephalitis	2.097777735	29955859	Virus	Central nervous system	Increase	microbe	disease
MBP00004222	Staphylococcus saprophyticus	Urinary tract infection	1.199403865	NCIT C86770	Bacteria	Other	Increase	microbe	disease
MBP00004223	Defluviitalea	Ulcerative colitis	-0.599701933	28852861	Bacteria	Other	Decrease	microbe	disease
MBP00004224	Haemophilus influenzae	Idiopathic pulmonary fibrosis	1.39880773	29955859	Virus	Respiratory tract	Increase	microbe	disease
MBP00004225	Bacteroides	Non-alcoholic fatty liver disease	0.0	29362454	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004226	Dietzia maris	Atopic eczema	-0.599701933	18033838	Bacteria	Skin and soft tissue	Decrease	microbe	disease
MBP00004227	Alistipes indistinctus	Autism	0.524444434	24130822	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004228	Corynebacterium renale	Pyelonephritis	1.111358236	NCIT C86322	Bacteria	Other	Increase	microbe	disease
MBP00004229	Bk virus	Renal transplant recipients and hemorrhagic cystiti	2.699837726	29955859	Virus	Other	Increase	microbe	disease
MBP00004230	Xanthomonadaceae	Parkinson's disease	0.480421619	29501802	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004231	Dietzia	Pancreatitis	-0.674959431	29423379	Bacteria	Bloodstream	Decrease	microbe	disease
MBP00004232	Haemophilus parainfluenzae	Chronic obstructive pulmonary disease	-0.367347201	23874580	Bacteria	Respiratory tract	Decrease	microbe	disease
MBP00004233	Trichomonas vaginalis	Trichomonas vaginitis	1.000433861	NCIT C125967	Fungus	Other	Increase	microbe	disease
MBP00004234	Shigella	Alzheimers disease	0.388427423	27776263	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004235	Pseudonocardiaceae	Appendicitis	-0.674959431	24759879	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004236	Parabacteroides	Crohn's disease	-0.590661893	26574491	Bacteria	Other	Decrease	microbe	disease
MBP00004237	Neisseria	Behcet's syndrome	-0.618719864	26037240	Bacteria	Other	Decrease	microbe	disease
MBP00004238	Campylobacter concisus	Aggressive periodontitis	-0.40516412	25487558	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00004239	Dolosigranulum pigrum	Virus respiratory tract infection	0.674959431		Bacteria	Nasal cavity	Increase	microbe	disease
MBP00004240	Parabacteroides	Sclerosing cholangitis	-0.295330946	27670376	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004241	Staphylococcus aureus	Mouth neoplasm	0.264096262	16672398	Bacteria	Other	Increase	microbe	disease
MBP00004242	Parabacteroides	Major depressive episode	0.295330946	25882912	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004243	Coprobacillus	Sclerosing cholangitis	0.50021693	28740343	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004244	Roseburia	Hypertension	-0.483721983	28884091	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004245	Neisseria	Disease-free	-0.309359932	27775059	Bacteria	Throat	Decrease	microbe	disease
MBP00004246	Klebsiella pneumoniae	Preeclampsia	0.41461126	25492799	Bacteria	Placenta	Increase	microbe	disease
MBP00004247	Staphylococcus xylosus	Bacteriemia	1.111358236	NCIT C86775	Bacteria	Other	Increase	microbe	disease
MBP00004248	Eubacterium rectale	Type 1 diabetes	-0.373929436	20613793	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004249	Prevotella	Periodontitis	0.160733219	22576262	Bacteria	Oral cavity	Increase	microbe	disease
MBP00004250	Staphylococcus aureus	Peritonsillar abscess	1.056385049	29955859	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00004251	Cloacibacillus	Ulcerative colitis	-0.555679118	28852861	Bacteria	Other	Decrease	microbe	disease
MBP00004252	Shewanella algae	Pneumonia	1.000433861	NCIT C123551	Bacteria	Other	Increase	microbe	disease
MBP00004253	Peptostreptococcus	Subdural empyema	1.301897717	29955859	Bacteria	Central nervous system	Increase	microbe	disease
MBP00004254	Neisseria subflava	Infectious meningitis	1.199403865	NCIT C86609	Bacteria	Other	Increase	microbe	disease
MBP00004255	Alistipes	Major depressive episode	0.584179404	25882912	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004256	Megasphaera elsdenii	Hiv infection	0.674959431	24034618	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004257	Enterobacter	Ankylosing spondylitis	-0.424959431	28750650	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004258	Faecalibacterium prausnitzii	Multiple sclerosis	-0.226861509	26367776	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004259	Bulleidia	Barrett's esophagus	0.436398804	19394334	Bacteria	Oesophagus	Increase	microbe	disease
MBP00004260	Staphylococcus capitis	Pneumonia	1.000433861	NCIT C86752	Bacteria	Other	Increase	microbe	disease
MBP00004261	Mogibacterium timidum	Periodontitis	2.222716471	NCIT C86899	Bacteria	Other	Increase	microbe	disease
MBP00004262	Dialister	Endometrial adenosquamous carcinoma	0.28894242	27884207	Bacteria	Vagina	Increase	microbe	disease
MBP00004263	Cutibacterium (propionibacterium) acnes	Central nervous system infection	2.097777735	29955859	Bacteria	Central nervous system	Increase	microbe	disease
MBP00004264	Oxalobacter	Ischemia	0.555679118	22986438	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004265	Phascolarctobacterium faecium	Autism	-0.599701933	20603222	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004266	Dehalobacter	Inflammatory bowel disease	-0.599701933	26843508	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004267	Staphylococcus aureus	Pneumonia	1.056385049	NCIT C50921	Bacteria	Other	Increase	microbe	disease
MBP00004268	Prevotella	Chronic obstructive pulmonary disease	0.0	23071781	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00004269	Saccharomyces castellii	Crohn's disease	-0.674959431	24275714	Bacteria	Other	Decrease	microbe	disease
MBP00004270	Porphyromonas catoniae	Necrotizing ulcerative gingivitis	1.000433861	NCIT C86655	Bacteria	Other	Increase	microbe	disease
MBP00004271	Streptococcus pneumoniae	Sinusitis	1.39880773	29955859	Mycoplasma	Skin and soft tissue	Increase	microbe	disease
MBP00004272	Bovine rumen bacterium jpr13	Type i diabetes mellitus	0.674959431	22043294	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004273	Faecalibacterium	Parkinson's disease	-0.951649699	28429209	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004274	Actinomyces	Periodontitis	-0.939509771	27262209	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00004275	Ruminococcus lactaris	Atopic eczema	0.555679118	23339708	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004276	Coprococcus	Hiv infection	-0.840040597	24399150	Bacteria	Other	Decrease	microbe	disease
MBP00004277	Streptobacillus	Otitis media	0.555679118	29458340	Bacteria	Nasal cavity	Increase	microbe	disease
MBP00004278	Alistipes	Cystic fibrosis	-0.584179404	27143104	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004279	Gemella haemolysans	Periodontitis	-0.449186935	25398868	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00004280	Chlamydia	Coronary heart disease	0.674959431	16490835	Bacteria	Bloodstream	Increase	microbe	disease
MBP00004281	Bacteroides coprocola	Autism	-0.50021693	24130822	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004282	Veillonella	Primary biliary cirrhosis	0.453723018	28213609	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004283	Syphilis	Miliaria	1.111358236	NCIT C35055	Virus	Other	Increase	microbe	disease
MBP00004284	Chrysosporium	Skin and soft tissue staphylococcus aureus infection	1.349918863	NCIT C122260	Bacteria	Other	Increase	microbe	disease
MBP00004285	Eubacterium rectale	Type 2 diabetes	-0.373929436	23023125	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004286	Fusobacteriaceae	Hiv infection	0.50021693	24586144	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004287	Candida glabrata	Crohn's disease	0.599701933	26574491	Bacteria	Other	Increase	microbe	disease
MBP00004288	Neisseria	Congenital short bowel syndrome	0.618719864	28501098	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004289	Human intestinal firmicute co13	Type i diabetes mellitus	-0.674959431	22043294	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004290	Bacteroidales	Crohn's disease	-0.463684921	23796786	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004291	Propionibacterium avidum	Infection	1.111358236	NCIT C86681	Bacteria	Other	Increase	microbe	disease
MBP00004292	Ruminococcus gnavus	Cirrhosis of liver	0.699403865	25079328	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004293	Clostridium	Obesity	0.298671937	26551842	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00004294	Chlamydia serovars l1	Lymphogranuloma venereumm	2.699837726	29955859	Chlamydia	Genitals	Increase	microbe	disease
MBP00004295	Chlamydia serovars l2	Lymphogranuloma venereumm	2.699837726	29955859	Chlamydia	Genitals	Increase	microbe	disease
MBP00004296	Human intestinal firmicute co19	Type i diabetes mellitus	-1.199403865	22043294	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004297	Chlamydia serovars l3	Lymphogranuloma venereumm	2.699837726	29955859	Bacteria	Genitals	Increase	microbe	disease
MBP00004298	Brucella spp	Osteomyelitis	2.222716471	29955859	Bacteria	Urinary tract	Increase	microbe	disease
MBP00004299	Herpes simplex virus	Proctitis	1.854739686	29955859	Virus	Gastrointestinal tract	Increase	microbe	disease
MBP00004300	Symbiobacterium toebii	Cystic fibrosis	-0.674959431	22538067	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00004301	Mogibacterium	Celiac disease	-0.373929436	24657864	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00004302	Sarcina	Crohn's disease	-0.674959431	26789999	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
